emr,əm
Deirdre,dɪədrɪ
Delaware,deləweər
Delhi,delɪ
Delphic,delfɪk
Denain,dəneɪn
Denbigh,denbɪ
Denis,denɪs
Denise,dəniz
Denmark,denmɑk
Dennis,denɪs
Denny,denɪ
Denver,denvər
Dept,dɪpɑtmənt
Derby,dɑbɪ
Derbyshire,dɑbɪʃər
Dereham,dɪərəm
Derek,derɪk
Des,dez
Desmond,dezmənd
Dessau,desaʊ
Detroit,dɪtroɪt
Deutschmark,doɪtʃmɑk
Deutschmarks,doɪtʃmɑks
Devizes,dɪvaɪzɪz
Devon,devn
Dewsbury,djuzbərɪ
Di,daɪ
Diana,daɪænə
Diaspora,daɪæspərə
Diasporas,daɪæspərəz
Dick,dɪk
Dicky,dɪkɪ
Dictaphone,dɪktəfoʊn
Dictaphones,dɪktəfoʊnz
Didcot,dɪdkət
Dijon,diʒɒŋ
Dingle,dɪŋgl
Dinnington,dɪnɪŋtən
Dip,dɪp
Dip Ed,dɪp ed
Dir,dɪrektər
Dives,daɪviz
Djibouti,dʒɪbutɪ
Djiboutian,dʒɪbutɪən
Djiboutians,dʒɪbutɪənz
Dnepropetrovsk,nɪprɒpɪtrɒfsk
DoE,dioʊi
Dolly,dɒlɪ
Domesday,dumzdeɪ
Dominic,dɒmɪnik
Dominica,dəmɪnɪkə
Dominican,dəmɪnɪkən
Dominicans,dəmɪnɪkənz
Don,dɒn
Donald,dɒnld
Doncaster,dɒŋkæstər
Donegal,dɒnɪgɔl
Donetsk,dənetsk
Doomsday,dumzdeɪ
Dora,dɔrə
Dorchester,dɔtʃɪstər
Dordrecht,dɔdrɪkt
Doreen,dɔrin
Doric,dɒrɪk
Doris,dɒrɪs
Dorking,dɔkɪŋ
Dorothy,dɒrəθɪ
Dorset,dɔsɪt
Dortmund,dɔtmənd
Douai,dueɪ
Doug,dʌg
Douglas,dʌgləs
Dover,doʊvər
Down,daʊn
Downing Street,daʊnɪŋ strit
Dr,dɒktər
Drayton,dreɪtn
Dresden,drezdən
Driffield,drɪfild
Drogheda,droɪɪdə
Droitwich,droɪtwɪtʃ
Dronfield,drɒnfild
Druid,druɪd
Druids,druɪdz
Dublin,dʌblɪn
Dubliner,dʌblɪnər
Dubliners,dʌblɪnəz
Duce,dutʃeɪ
Dudley,dʌdlɪ
Duisburg,dusbɜg
Dukinfield,dʌkɪnfild
Dumbarton,dʌmbɑtn
Dumfries,dʌmfris
Dun Laoghaire,dʌn lɪərɪ
Duncan,dʌnkən
Dundalk,dʌndɔk
Dundee,dʌndi
Dunfermline,dʌnfɜmlɪn
Dunkirk,dʌnkɜk
Dunoon,dʌnun
Dunstable,dʌnstəbl
Durban,dɜbən
Durham,dʌrəm
Durrington,dʌrɪŋtən
Dursley,dɜzlɪ
Dusseldorf,dʌsldɔf
Dutch,dʌtʃ
Dutchman,dʌtʃmən
Dutchmen,dʌtʃmən
Dyfed,dʌvɪd
E,i
E's,iz
EC,isi
EDP,idipi
EEC,iisi
EEG,iidʒi
EFTA,eftə
ESP,iespi
Eaglescliffe,iglzklɪf
Ealing,ilɪŋ
Earl Shilton,ɜl ʃɪltn
Easington,izɪŋtən
East Dereham,ist dɪərəm
East Grinstead,ist grɪnstɪd
East Kilbride,ist kɪlbraɪd
East Retford,ist retfəd
Eastbourne,isbɔn
Easter,istər
Easters,istəz
Eastleigh,istli
Ebbw Vale,ebʊ veɪl
Eccles,eklz
Ecuador,ekwədɔr
Ecuadorian,ekwədɔrɪən
Ecuadorians,ekwədɔrɪənz
Ed,ed
Eddie,edɪ
Eddy,edɪ
Eden,idn
Edenbridge,idnbrɪdʒ
Edgar,edgər
Edinburgh,edɪnbrə
Edith,idɪθ
Edmund,edmənd
Edward,edwəd
Edwardian,ɪdwɔdɪən
Edwardians,ɪdwɔdɪənz
Egremont,egrɪmɒnt
Egypt,idʒɪpt
Egyptian,ɪdʒɪpʃn
Egyptians,ɪdʒɪpʃnz
Eiche,aɪkə
Eileen,aɪlin
Eindhoven,aɪndhɒvn
El Dorado,el dərɑdoʊ
El Dorados,el dərɑdoʊz
El Salvador,el sælvədɔr
Elaine,ɪleɪn
Elastoplast,ɪlæstəplɑst
Elderslie,eldəzlɪ
Eleanor,elənər
Elgin,elgɪn
Eliza,ɪlaɪzə
Elizabeth,ɪlɪzəbəθ
Elizabethan,ɪlɪzəbiθn
Elizabethans,ɪlɪzəbiθnz
Elland,elənd
Ellen,elən
Ellesmere,elzmɪər
Ellesmere Port,elzmɪə pɔt
Ellie,elɪ
Elloughton,elətən
Elsie,elsɪ
Elstree,elstri
Ely,ilɪ
Elysian,ɪlɪzɪən
Elysium,ɪlɪzɪəm
Emily,emlɪ
Emma,emə
Emsworth,emzwəθ
Enfield,enfild
England,ɪŋglənd
English,ɪŋglɪʃ
Englishman,ɪŋglɪʃmən
Englishmen,ɪŋglɪʃmən
Englishwoman,ɪŋglɪʃwʊmən
Englishwomen,ɪŋglɪʃwɪmɪn
Enoch,inɒk
Enschede,enskədɪ
Epiphany,ɪpɪfənɪ
Epping,epɪŋ
Epsom,epsəm
Erfurt,eəfɜt
Eric,erik
Erica,erɪkə
Erin,erɪn
Eritrea,erɪtreɪə
Eritrean,erɪtreɪən
Eritreans,erɪtreɪənz
Erlangen,ɜlæŋən
Ernest,ɜnɪst
Ernie,ɜnɪ
Erse,ɜs
Esfahan,ɪsfəhɑn
Eskimo,eskɪmoʊ
Eskimoes,eskɪmoʊz
Eskimos,eskɪmoʊz
Esperanto,espəræntoʊ
Esq,esk
Esquire,ɪskwaɪər
Esquires,ɪskwaɪəz
Essen,esən
Essex,esɪks
Esther,estər
Ethel,eθl
Ethiopia,iθɪoʊpɪə
Ethiopian,iθɪoʊpɪən
Ethiopians,iθɪoʊpɪənz
Eucharist,jukərɪst
Eucharists,jukərɪsts
Euclidean,juklɪdɪən
Eugene,judʒin
Eunice,junɪs
Eurasia,jʊəreɪʒə
Eurasian,jʊəreɪʒn
Eurasians,jʊəreɪʒnz
Eurodollar,jʊəroʊdɒlər
Eurodollars,jʊəroʊdɒləz
Europe,jʊərəp
European,jʊərəpɪən
Europeans,jʊərəpɪənz
Eurovision,jʊərəvɪʒn
Eustachian,justeɪʃn
Eva,ivə
Eve,iv
Evelyn,ivlɪn
Evesham,ivʃəm
Ewell,juəl
Excellencies,eksələnsɪz
Excellency,eksələnsɪ
Exeter,eksɪtər
Exmouth,eksməθ
F,ef
F's,efs
FA,efeɪ
FAO,efeɪoʊ
FBI,efbɪaɪ
FM,efem
FO,efoʊ
FRS,efɑres
Fabian,feɪbɪən
Fabians,feɪbɪənz
Fahrenheit,færənhaɪt
Falkirk,fɔlkɜk
Fallopian,fəloʊpɪən
Falmouth,fælməθ
Fanny,fænɪ
Farnham,fɑnəm
Farnworth,fɑnwəθ
Farsi,fɑsɪ
Fauldhouse,fɔldhaʊs
Faversham,fævəʃəm
Fawley,fɔlɪ
Featherstone,feðəstən
Feb,feb
Februaries,febjʊərɪz
February,febjʊərɪ
Fed,fed
Felicity,fəlɪsɪtɪ
Felix,filɪks
Felixstowe,filɪkstoʊ
Fermanagh,fəmænə
Ferrara,fərɑrə
Ferryhill,ferɪhɪl
Fife,faɪf
Fiji,fidʒi
Fijian,fidʒɪən
Fijians,fidʒɪənz
Filipino,fɪlɪpinoʊ
Filipinos,fɪlɪpinoʊz
Finland,fɪnlənd
Finn,fɪn
Finnish,fɪnɪʃ
Finns,fɪnz
Fiona,fɪoʊnə
Firenze,fɪrenzɪ
Fleet,flit
Fleet Street,flit strit
Fleetwood,flitwʊd
Flemish,flemɪʃ
Flint,flɪnt
Flora,flɔrə
Florence,flɒrəns
Florida,flɒrɪdə
Florrie,flɔrɪ
Foggia,fɒdʒɪə
Folkestone,foʊkstən
Foochow,futʃaʊ
Forfar,fɔfər
Forli,fɔlɪ
Formby,fɔmbɪ
Formica,fɔmaɪkə
Formosa,fɔmoʊsə
Fort Lauderdale,fɔt lɔdədeɪl
Fort William,fɔt wɪlɪəm
Fort Worth,fɔt wɜθ
Fortaleza,fɔtəleɪzə
Fowey,foɪ
Fr,fɑðər
"Fr""aulein",froɪlaɪn
"Fr""auleins",froɪlaɪnz
Frampton Cotterell,fræmptən kɒtrɪl
Fran,fræn
France,frɑns
Frances,frɑnsɪs
Francis,frɑnsɪs
Franciscan,frænsɪskən
Franciscans,frænsɪskənz
Franco-,fræŋkoʊ-
Frank,fræŋk
Frankfurt,frænkfət
Frankie,frænkɪ
Franks,fræŋks
Fraserburgh,freɪzəbərə
Frau,fraʊ
Frauen,fraʊən
Freckleton,frekltən
Fred,fred
Freda,fridə
Freddie,fredɪ
Freddy,fredɪ
Frederick,fredrɪk
Frederiksberg,fredrɪksbɜg
Freemason,frimeɪsn
Freemasonry,frimeɪsənrɪ
Freemasons,frimeɪsnz
Freiburg,fraɪbɜg
French,frentʃ
Frenchman,frentʃmən
Frenchmen,frentʃmən
Frenchwoman,frentʃwʊmən
Frenchwomen,frentʃwɪmɪn
Freshwater,freʃwɔtər
Freudian,froɪdɪən
Fri,fraɪdeɪ
Friday,fraɪdɪ
Fridays,fraɪdɪz
Frinton,frɪntn
Frodsham,frɒdʃəm
Frome,frum
Furth,fɜθ
Fushun,fuʃʊn
G,dʒi
G's,dʒiz
G-man,dʒi-mæn
G-men,dʒi-men
GATT,gæt
GB,dʒibi
GCSE,dʒisɪesi
GCSEs,dʒisɪesiz
GHQ,dʒieɪtʃkju
GI,dʒiaɪ
GIs,dʒiaɪz
GMT,dʒiemti
GNP,dʒɪenpi
GP,dʒipi
GP's,dʒipiz
Gabon,gæbɒn
Gabonese,gæbəniz
Gael,geɪl
Gaelic,geɪlɪk
Gaelics,geɪlɪks
Gaels,geɪlz
Gainsborough,geɪnzbrə
Gainsboroughs,geɪnzbrəz
Galashiels,gæləʃɪəlz
Gallic,gælɪk
Galloway,gæləweɪ
Gallup,gæləp
Galway,gɔlweɪ
Gambia,gæmbɪə
Gambian,gæmbɪən
Gambians,gæmbɪənz
Gareth,gærəθ
Garforth,gɑfəθ
Garrowhill,gærəhɪl
Gary,gærɪ
Gateshead,geɪtshed
Gaul,gɔl
Gauls,gɔlz
Gavin,gævɪn
Gdansk,gdænsk
Gdn,gɑdn
Gdns,gɑdnz
Geiger,gaɪgər
Geigers,gaɪgəz
Gelligaer,gelɪgər
Gelsenkirchen,gelzənkɜkn
Gemini,dʒemɪnɪ
Gen,dʒenrəl
Gene,dʒin
Geneva,dʒɪnivə
Genoa,dʒenoʊə
Genova,dʒenəvə
Geoff,dʒef
Geoffrey,dʒefrɪ
George,dʒɔdʒ
Georges,dʒɔdʒɪz
Georgia,dʒɔdʒə
Georgian,dʒɔdʒən
Georgian,dʒɔdʒjən
Georgians,dʒɔdʒjənz
Georgie,dʒɔdʒɪ
Gerald,dʒerəld
Geraldine,dʒerəldin
Gerard,dʒerəd
German,dʒɜmən
Germanic,dʒəmænɪk
Germans,dʒɜmənz
Germany,dʒɜmənɪ
Gerry,dʒerɪ
Gertie,gɜtɪ
Gertrude,gɜtrud
Gestapo,gestɑpoʊ
Gestapos,gestɑpoʊz
Ghana,gɑnə
Ghanaian,gɑneɪən
Ghanaians,gɑneɪənz
Ghent,gent
Gibraltar,dʒɪbrɔltər
Gibraltarian,dʒɪbrɔlteərɪən
Gibraltarians,dʒɪbrɔlteərɪənz
Giffnock,gɪfnɒk
Gilbert,gɪlbət
Gilbertian,gɪlbɜtɪən
Giles,dʒaɪlz
Gilfach Goch,gilfæk gɒk
Gill,dʒɪl
Gillian,dʒɪlɪən
Gillingham,dʒɪlɪŋəm
Gina,dʒinə
Girvan,gɜvn
Gladys,glædɪs
Glamorgan,gləmɔgən
Glasgow,glæzgoʊ
Glastonbury,glæstənbrɪ
Glaswegian,glæzwidʒən
Glaswegians,glæzwidʒənz
Glen,glen
Glengarries,glengærɪz
Glengarry,glengærɪ
Glenrothes,glenrɒθɪs
Gloria,glɔrɪə
Glossop,glɒsəp
Gloucester,glɒstər
Gloucestershire,glɒstəʃər
Glusburn,glʌzbɜn
God,gɒd
Godalming,gɒdlmɪŋ
Godfrey,gɒdfrɪ
Godmanchester,gɒdməntʃestər
Goffs Oak,gɒfs oʊk
Golbourne,gɒlbɔn
Goliath,gəlaɪəθ
Goliaths,gəlaɪəθs
Goole,gul
Gordian,gɔdɪən
Gordon,gɔdn
Gorgon,gɔgən
Gorgons,gɔgənz
Gorgonzola,gɔgənzoʊlə
Gorky,gɔkɪ
Gorseinon,gɔseɪnən
Gosport,gɒspɔt
Goteborg,gɒtəbɔg
Goth,gɒθ
Gothenburg,gɒθənbɜg
Gothic,gɒθɪk
Goths,gɒθs
Gottingen,gɒtɪŋən
Gourock,gʌrək
Gov,gʌvənər
Governor-General,gʌvnə-dʒenrəl
Governor-Generals,gʌvnə-dʒenrəlz
Grampian,græmpɪən
Granada,grənɑdə
Grand Prix,grɑn pri
Grands Prix,grɑn pri
Grangemouth,greɪndʒməθ
Grantham,grænθəm
Gravenhage,grɑvnhɑgə
Gravesend,greɪvzend
Graz,grɑts
Great Harwood,greɪt hɑwʊd
Great Malvern,greɪt mɒlvən
Great Shelford,greɪt ʃelfəd
Great Yarmouth,greɪt jɑməθ
Grecian,griʃn
Greece,grɪs
Greek,grik
Greeks,griks
Greenock,grinək
Greenwich,grenɪtʃ
Greg,greg
Gregorian,grɪgɔrɪən
Gregory,gregərɪ
Grenada,grɪneɪdə
Grenadian,grɪneɪdɪən
Grenadians,grɪneɪdɪənz
Grimethorpe,graɪmθɔp
Grimsby,grɪmzbɪ
Grinstead,grɪnstɪd
Groningen,groʊnɪŋən
Grundyism,grʌndɪɪzəm
Guadalajara,gwɑdləhɑrə
Guatemala,gwɑtəmɑlə
Guatemala City,gwætɪmɑlə sɪtɪ
Guatemalan,gwɑtəmɑlən
Guatemalans,gwɑtəmɑlənz
Guayaquil,gwaɪəkil
Guild-hall,gɪld-hɔl
Guild-halls,gɪld-hɔlz
Guildford,gɪlfəd
Guildhall,gɪldhɔl
Guildhalls,gɪldhɔlz
Guinea,gɪnɪ
Guinean,gɪnɪən
Guineans,gɪnɪənz
Guinness,gɪnɪs
Guinnesses,gɪnɪsɪz
Guisborough,gɪzbrə
Gurkha,gɜkə
Gurkhas,gɜkəz
Guy,gaɪ
Guy's,gaɪz
Guyana,gaɪænə
Guyanese,gaɪəniz
Gwen,gwen
Gwendoline,gwendəlɪn
Gwent,gwent
Gwersyllt,gwɜsɪlt
Gwynedd,gwɪnəð
Gypsies,dʒɪpsɪz
Gypsy,dʒɪpsɪ
H,eɪtʃ
H's,eɪtʃɪz
H-bomb,eɪtʃ-bɒm
H-bombs,eɪtʃ-bɒmz
HM,eɪtʃem
HMSO,eɪtʃemesoʊ
HP,eɪtʃpi
HQ,eɪtʃkju
HRH,eɪtʃɑreɪtʃ
Haarlem,hɑləm
Hackney,hæknɪ
Haddington,hædɪŋtən
Hades,heɪdiz
Hadji,hædʒɪ
Hadjis,hædʒɪz
Hagen,hɑgən
Hagley,hæglɪ
Hailsham,heɪlʃəm
Haiphong,haɪfɒŋ
Haiti,heɪtɪ
Haitian,heɪʃn
Haitians,heɪʃnz
Hal,hæl
Halesowen,heɪlzoʊɪn
Halifax,hælɪfæks
Halle,hælɪ
Hallowe'en,hæloʊin
Hallowe'ens,hæloʊinz
Halstead,hɒlstɪd
Hamburg,hæmbɜg
Hamhung,hæmhʊŋ
Hamilton,hæmɪltn
Hammersmith,hæməsmɪθ
Hampreston,hæmprɪstn
Hampshire,hæmpʃər
Hangchon,hæŋtʃɒn
Hanoi,hænoɪ
Hanover,hænoʊvər
Hansard,hænsɑd
Hansards,hænsɑdz
Harbin,hɑbɪn
Haringey,hærɪŋgeɪ
Harley Street,hɑlɪ strit
Harlow,hɑloʊ
Harold,hærəld
Harpenden,hɑpɪndən
Harriet,hærɪət
Harrogate,hærəgɪt
Harrow,hæroʊ
Harry,hærɪ
Hartlepool,hɑtlɪpul
Hartley,hɑtlɪ
Harvey,hɑvɪ
Harwich,hærɪtʃ
Harwood,hɑwʊd
Harworth,hɑwəθ
Haslemere,heɪzlmɪər
Haslingden,hæzlɪŋdən
Hastings,heɪstɪŋz
Hatfield,hætfild
Havana,həvænə
Havanas,həvænəz
Haverfordwest,hævəfədwest
Haverhill,heɪvərɪl
Havering,heɪvərɪŋ
Hawaii,həwaɪi
Hawick,hɔɪk
Hawke's Bay,hɔks beɪ
Hayling,heɪlɪŋ
Haywards Heath,heɪwədz hiθ
Hazel,heɪzl
Heanor,hinər
Heather,heðər
Heaviside,hevɪsaɪd
Hebden Royal,hebdən roɪəl
Hebraic,hibreɪɪk
Hebrew,hibru
Hebrews,hibruz
Hedge End,hedʒ end
Hegira,hedʒɪrə
Hegiras,hedʒɪrəz
Heidelburg,haɪdlbɜg
Hejira,hedʒɪrə
Hejiras,hedʒɪrəz
Helen,helən
Helensburgh,helɪnzbrə
Hellene,helin
Hellenes,helinz
Hellenic,helinɪk
Helsinki,helsɪŋkɪ
Helston,helstən
Hemel Hempstead,heml hempstɪd
Hemsworth,hemzwəθ
Henley-on-Thames,henlɪ-ɒn-temz
Henry,henrɪ
Herb,hɜb
Herbert,hɜbət
Hereford,herɪfəd
Herne,hɜn
Herne Bay,hɜn beɪ
Herr,heər
Herren,herən
Hertford,hɑtfəd
Hertfordshire,hɑtfədʃər
Hertzian,hɜtsɪən
Hetton,hetn
Hexham,heksəm
Hey presto,heɪ prestoʊ
Heysham,hiʃəm
Heywood,heɪwʊd
High Spen,haɪ spen
High Wycombe,haɪ wɪkəm
Highland,haɪlənd
Highlander,haɪləndər
Highlanders,haɪləndəz
Hilary,hɪlərɪ
Hilda,hɪldə
Hillingdon,hɪlɪŋdən
Hinckley,hɪŋklɪ
Hindi,hɪndi
Hindu,hɪndu
Hinduism,hɪnduɪzəm
Hindus,hɪnduz
Hindustani,hɪndʊstɑnɪ
Hindustanis,hɪndʊstɑnɪz
Hippocratic,hɪpəkrætɪk
Hiroshima,hɪrɒʃɪmə
Hitchin,hɪtʃɪn
Hobson,hɒbsn
Hockley,hɒklɪ
Hoddesdon,hɒdzdən
Hofei,hoʊfeɪ
Hogmanay,hɒgməneɪ
Hogmanays,hɒgməneɪz
Holland,hɒlənd
Hollander,hɒləndər
Hollanders,hɒləndəz
Hollywood,hɒlɪwʊd
Holmfirth,hoʊmfəθ
Holyhead,hɒlɪhed
Homeric,hoʊmerɪk
Hon,hɒn
Honduran,hɒndjʊərən
Hondurans,hɒndjʊərənz
Honduras,hɒndjʊərəs
Hong Kong,hɒŋ kɒŋ
Honiton,hɒnɪtn
Hoo,hu
Hoover,huvər
Hoovered,huvəd
Hoovering,huvərɪŋ
Hoovers,huvəz
Hope,hoʊp
Horace,hɒrɪs
Horley,hɔlɪ
Hornsea,hɔnzɪ
Horsham,hɔʃəm
Horsley,hɔzlɪ
Horwich,hɒrɪtʃ
Hosp,hɒsp
Host,hoʊst
Houghton,hɔtn
Hounslow,haʊnzloʊ
Houston,hjustn
Hove,hoʊv
Howard,haʊəd
Hoylake,hoɪleɪk
Hoyland Nether,hoɪlnd neðər
Hubert,hjubət
Hucknall,hʌknl
Huddersfield,hʌdəsfild
Hugh,hju
Hughie,hjuɪ
Huguenot,hjugənoʊ
Huguenots,hjugənoʊz
Huhehot,huhɪhɒt
Humberside,hʌmbəsaɪd
Humberston,hʌmbəstən
Humphrey,hʌmfrɪ
Hun,hʌn
Hungarian,hʌŋgeərɪən
Hungarians,hʌŋgeərɪənz
Hungary,hʌŋgərɪ
Huns,hʌnz
Huntingdon,hʌntɪŋdən
Hurstpierpoint,hɜspiəpoɪnt
Hwainan,hwaɪnæn
Hyde,haɪd
Hyderabad,haɪdrəbæd
Hythe,haɪð
I,aɪ
I'd,aɪd
I'll,aɪl
I'm,aɪm
I's,aɪz
I've,aɪv
IBA,aɪbieɪ
ICBM,aɪsibiem
ILO,aɪeloʊ
IMF,aɪemef
IOU,aɪoʊju
IOUs,aɪoʊjuz
IQ,aɪkju
IRA,aɪɑreɪ
ITV,aɪtivi
IUD,aɪjudi
Ian,ɪən
Ibadan,ɪbædn
Iceland,aɪslənd
Icelander,aɪsləndər
Icelanders,aɪsləndəz
Icelandic,aɪsləndɪk
Ida,aɪdə
Idaho,aɪdəhoʊ
Ilfracombe,ɪlfrəkum
Ilkeston,ɪlkstən
Ilkley,ɪlklɪ
Illinois,ɪlənoɪ
Immingham,ɪmɪŋəm
Inc,ɪŋk
Inchon,ɪntʃɒn
India,ɪndɪə
India-rubber,ɪndɪə-rʌbər
India-rubbers,ɪndɪə-rʌbəz
Indiaman,ɪndɪəmən
Indiamen,ɪndɪəmən
Indian,ɪndɪən
Indiana,ɪndɪænə
Indianapolis,ɪndiənæpəlɪs
Indians,ɪndɪənz
Indies,ɪndɪz
Indo-,ɪndoʊ-
Indo-European,ɪndoʊ-jʊərəpiən
Indonesia,ɪndənizɪə
Indonesian,ɪndənizɪən
Indonesians,ɪndənizɪənz
Indore,ɪndɔr
Ingatestone,ɪŋgeɪtstoʊn
Ingrid,ɪŋgrɪd
Innsbruck,ɪnzbrʊk
Inst,ɪnst
Interpol,ɪntəpɒl
Inverkeithing,ɪnvəkiðɪŋ
Inverness,ɪnvənes
Inverurie,ɪnvərurɪ
Ionic,aɪɒnɪk
Iowa,aɪəwə
Ipswich,ɪpswɪtʃ
Iran,ɪrɑn
Iranian,ɪreɪnɪən
Iranians,ɪreɪnɪənz
Iraq,ɪrɑk
Iraqi,ɪrɑkɪ
Iraqis,ɪrɑkɪz
Ireland,aɪələnd
Irene,aɪrin
Iris,aɪrɪs
Irish,aɪrɪʃ
Irishman,aɪrɪʃmən
Irishmen,aɪrɪʃmən
Irishwoman,aɪrɪʃwʊmən
Irishwomen,aɪrɪʃwɪmɪn
Irthlingborough,ɜθlɪŋbrə
Irvine,ɜvaɪn
Isaac,aɪzək
Isabel,ɪzəbel
Isabella,ɪzəbelə
Islam,ɪzlɑm
Islamic,ɪzlæmɪk
Islington,ɪzlɪŋtən
Isobel,ɪzəbel
Israel,ɪzreɪl
Israeli,ɪzreɪlɪ
Israelis,ɪzreɪlɪz
Istanbul,ɪstænbʊl
Italian,ɪtælɪən
Italians,ɪtælɪənz
Italy,ɪtəlɪ
Ivan,aɪvən
Iver,aɪvər
Ivor,aɪvər
Ivy,aɪvɪ
Izmir,ɪzmɪər
J,dʒeɪ
J's,dʒeɪz
JC,dʒeɪsi
JP,dʒeɪpi
Jabalpur,dʒɑblpʊər
Jack,dʒæk
Jackie,dʒækɪ
Jacksonville,dʒæksənvɪl
Jacob,dʒeɪkəb
Jacobean,dʒækəbɪən
Jacobin,dʒækəbɪn
Jacobinism,dʒækəbɪnɪzəm
Jacobins,dʒækəbɪnz
Jacobite,dʒækəbaɪt
Jacobites,dʒækəbaɪts
Jacqueline,dʒækəlin
Jaipur,dʒaɪpʊər
Jakarta,dʒəkɑtə
Jake,dʒeɪk
Jamaica,dʒəmeɪkə
Jamaican,dʒəmeɪkən
Jamaicans,dʒəmeɪkənz
James,dʒeɪmz
Jan,dʒæn
Jane,dʒeɪn
Janet,dʒænɪt
Janice,dʒænɪs
Janie,dʒeɪnɪ
Januaries,dʒænjʊrɪz
January,dʒænjʊrɪ
Janus,dʒeɪnəs
Japan,dʒəpæn
Japanese,dʒæpəniz
Jarrow,dʒæroʊ
Jason,dʒeɪsən
Java,dʒɑvə
Javanese,dʒɑvəniz
Jean,dʒin
Jeanie,dʒinɪ
Jedburgh,dʒedbrə
Jeff,dʒef
Jeffrey,dʒefrɪ
Jehovah,dʒɪhoʊvə
Jekyll-and-Hyde,dʒekl-ən-haɪd
Jennifer,dʒenɪfər
Jenny,dʒenɪ
Jeremy,dʒerəmɪ
Jerome,dʒeroʊm
Jerry,dʒerɪ
Jersey,dʒɜzɪ
Jess,dʒes
Jessica,dʒesɪkə
Jessie,dʒesɪ
Jesuit,dʒezjʊɪt
Jesuitical,dʒezjʊɪtɪkl
Jesuits,dʒezjʊɪts
Jesus,dʒizəz
Jew,dʒu
Jewess,dʒuɪs
Jewesses,dʒuɪsɪz
Jewish,dʒuɪʃ
Jews,dʒuz
Jezebel,dʒezəbl
Jezebels,dʒezəblz
Jill,dʒɪl
Jim,dʒɪm
Jim Crow,dʒɪm kroʊ
Jimmy,dʒɪmɪ
Jnr,dʒunɪər
Jo,dʒoʊ
Joan,dʒoʊn
Joanie,dʒoʊnɪ
Joann,dʒoʊæn
Joanna,dʒoʊænə
Joanne,dʒoʊæn
Job,dʒoʊb
Jobs,dʒoʊbz
Jocelyn,dʒɒslɪn
Joe,dʒoʊ
Joey,dʒoʊɪ
Johannesburg,dʒəhænəzbɜg
John,dʒɒn
John Bull,dʒɒn bʊl
Johnny,dʒɒnɪ
Johnstone,dʒɒnstən
Jonah,dʒoʊnə
Jonathan,dʒɒnəθən
Jordan,dʒɔdn
Jordanian,dʒɔdeɪnɪən
Jordanians,dʒɔdeɪnɪənz
Joseph,dʒoʊzɪf
Josephine,dʒoʊzəfin
Josh,dʒɒʃ
Joshua,dʒɒʃʊə
Jove,dʒoʊv
Joy,dʒoɪ
Joyce,dʒoɪs
Judaic,dʒudeɪɪk
Judaism,dʒudeɪɪzəm
Judas,dʒudəs
Judases,dʒudəsɪz
Judith,dʒudiθ
Judy,dʒudɪ
Jul,dʒəlaɪ
Julia,dʒulɪə
Julian,dʒulɪən
Julie,dʒulɪ
Juliet,dʒʊlɪet
July,dʒulaɪ
Jun,dʒun
June,dʒun
Junes,dʒunz
Junoesque,dʒunoʊesk
Jupiter,dʒupɪtər
Justin,dʒʌstɪn
K,keɪ
K's,keɪz
KGB,keɪdʒibi
KO,keɪoʊ
Kaiser,kaɪzər
Kaisers,kaɪzəz
Kalgan,kɑlgɑn
Kampuchea,kæmpʊtʃɪə
Kampuchean,kæmpʊtʃɪən
Kampucheans,kæmpʊtʃɪənz
Kanpur,kɑnpʊər
Kansas,kænzəs
Kansas City,kænzəs sɪtɪ
Kaohsiung,kaʊʃjʊŋ
Karachi,kərɑtʃɪ
Karaganda,kærəgændə
Karen,kærən
Karlsruhe,kɑlzrʊə
Kashmir,kæʃmɪər
Kashmiri,kæʃmɪərɪ
Kashmiris,kæʃmɪərɪz
Kassel,kæsəl
Kate,keɪt
Kath,kæθ
Katherine,kæθrɪn
Kathy,kæθi
Katie,keɪtɪ
Katowice,kætəvitʃə
Kay,keɪ
Kazan,kəzæn
Keighley,kiθlɪ
Keith,kiθ
Kelso,kelsoʊ
Kelt,kelt
Kelts,kelts
Kelty,keltɪ
Kemsing,kemzɪŋ
Ken,ken
Kendal,kendl
Kenilworth,kenlwəθ
Kenneth,kenɪθ
Kenny,kenɪ
Kensington,kenzɪŋtən
Kent,kent
Kentucky,kentʌkɪ
Kenya,kenjə
Kenyan,kenjən
Kenyans,kenjənz
Kerry,kerɪ
Kettering,ketərɪŋ
Kevin,kevɪn
Keynsham,keɪnʃəm
Keyworth,kiwəθ
Khalka,kælkə
Kharkov,kɑkɒf
Khartoum,kɑtum
Khmer,kmeər
Kidderminster,kɪdəmɪnstər
Kidlington,kɪdlɪŋtən
Kidsgrove,kɪdzgroʊv
Kiev,kief
Kilbirnie,kɪlbɜnɪ
Kildare,kɪldeər
Kilkenny,kɪlkenɪ
Killarney,kɪlɑnɪ
Kilmarnock,kɪlmɑnək
Kilsyth,kɪlsaɪθ
Kilwinning,kɪlwɪnɪŋ
Kimberley,kɪmbəlɪ
King's Lynn,kɪŋz lɪn
Kingsbury,kɪŋzbərɪ
Kingsteignton,kɪŋsteɪntn
Kingston,kɪŋstən
Kingston upon Hull,kɪŋstən ʌpɒn hʌl
Kingston upon Thames,kɪŋstən ʌpɒn temz
Kinshasa,kɪnʃɑsə
Kippax,kɪpæks
